1,0
0.999013364,-0.000179145
0.996057351,-0.0007145
0.991143625,-0.00159989
0.984291581,-0.002825211
0.975528258,-0.004376703
0.964888243,-0.006237309
0.952413526,-0.008387095
0.93815334,-0.010803707
0.922163963,-0.013462839
0.904508497,-0.016338682
0.885256621,-0.019404337
0.864484314,-0.022632154
0.842273553,-0.025994001
0.818711995,-0.029461441
0.793892626,-0.033005812
0.767913397,-0.036598235
0.740876837,-0.040209536
0.712889646,-0.04381012
0.684062276,-0.047369818
0.654508497,-0.05085773
0.624344944,-0.054242091
0.593690657,-0.0574902
0.562666617,-0.06056843
0.53139526,-0.063442335
0.5,-0.066076878
0.46860474,-0.068436788
0.437333383,-0.070487033
0.406309343,-0.072193404
0.375655056,-0.073523199
0.345491503,-0.074445956
0.315937724,-0.074934229
0.287110354,-0.074964347
0.259123163,-0.07451712
0.232086603,-0.073578453
0.206107374,-0.072139821
0.181288005,-0.070198585
0.157726447,-0.067758103
0.135515686,-0.064827627
0.114743379,-0.061421985
0.095491503,-0.057561036
0.077836037,-0.053268924
0.06184666,-0.048573161
0.047586474,-0.043503561
0.035111757,-0.038091086
0.024471742,-0.032366641
0.015708419,-0.026359885
0.008856375,-0.020098105
0.003942649,-0.013605213
0.000986636,-0.006900897
0,0
0.000986636,0.006900897
0.003942649,0.013605213
0.008856375,0.020098105
0.015708419,0.026359885
0.024471742,0.032366641
0.035111757,0.038091086
0.047586474,0.043503561
0.06184666,0.048573161
0.077836037,0.053268924
0.095491503,0.057561036
0.114743379,0.061421985
0.135515686,0.064827627
0.157726447,0.067758103
0.181288005,0.070198585
0.206107374,0.072139821
0.232086603,0.073578453
0.259123163,0.07451712
0.287110354,0.074964347
0.315937724,0.074934229
0.345491503,0.074445956
0.375655056,0.073523199
0.406309343,0.072193404
0.437333383,0.070487033
0.46860474,0.068436788
0.5,0.066076878
0.53139526,0.063442335
0.562666617,0.06056843
0.593690657,0.0574902
0.624344944,0.054242091
0.654508497,0.05085773
0.684062276,0.047369818
0.712889646,0.04381012
0.740876837,0.040209536
0.767913397,0.036598235
0.793892626,0.033005812
0.818711995,0.029461441
0.842273553,0.025994001
0.864484314,0.022632154
0.885256621,0.019404337
0.904508497,0.016338682
0.922163963,0.013462839
0.93815334,0.010803707
0.952413526,0.008387095
0.964888243,0.006237309
0.975528258,0.004376703
0.984291581,0.002825211
0.991143625,0.00159989
0.996057351,0.0007145
0.999013364,0.000179145
1,0
